time;EEG_F3;EEG_Fz;EEG_F4;EEG_T7;EEG_C3;EEG_Cz;EEG_C4;EEG_T8;EEG_CP3;EEG_CP4;EEG_P3;EEG_Pz;EEG_P4;EEG_PO7;EEG_PO8;EEG_Oz;A_1_1;B_1_2;C_1_3;D_1_4;E_1_5;F_1_6;G_2_1;H_2_2;I_2_3;J_2_4;K_2_5;L_2_6;M_3_1;N_3_2;O_3_3;P_3_4;Q_3_5;R_3_6;S_4_1;T_4_2;U_4_3;V_4_4;W_4_5;X_4_6;Y_5_1;Z_5_2;Sp_5_3;1_5_4;2_5_5;3_5_6;4_6_1;5_6_2;6_6_3;7_6_4;8_6_5;9_6_6;StimulusType;SelectedTarget;StimulusBegin;CurrentTarget
91.6;12.9;8.4;12.1;9.6;7.9;5.8;4.7;5.4;13.8;5.4;8.3;5.7;5.8;10.9;5.8;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;5.7;4.0;6.9;6.8;4.4;2.6;2.2;4.6;8.9;3.0;4.1;2.2;2.7;8.9;4.3;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-0.5;-0.5;1.8;4.3;-0.1;-2.3;-2.2;1.2;3.5;-1.3;-0.9;-2.6;-1.5;5.4;0.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-7.0;-5.6;-4.4;0.1;-5.8;-8.1;-7.8;-3.5;-0.3;-6.0;-4.5;-6.8;-4.8;2.2;-2.2;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-12.3;-8.0;-9.1;-3.2;-9.2;-10.2;-10.0;-5.2;-0.8;-7.2;-4.3;-7.2;-4.9;2.7;-1.8;-0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-13.3;-5.4;-8.0;-2.1;-7.3;-6.9;-7.5;-2.8;1.4;-4.2;-0.8;-3.8;-2.2;7.3;1.5;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-9.5;-0.6;-2.2;2.4;-1.8;-1.7;-3.8;-0.1;5.9;-0.6;3.7;0.5;1.1;13.1;5.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-3.6;3.0;3.4;6.0;4.0;2.4;-1.0;0.9;12.0;2.1;8.1;4.6;4.0;17.7;7.6;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;1.2;5.6;5.8;6.9;9.0;6.0;1.9;1.5;17.9;4.9;12.2;8.8;6.7;21.0;9.7;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;4.4;8.1;6.8;6.8;13.0;9.4;5.1;2.1;20.6;7.6;14.2;11.8;8.1;22.1;10.9;12.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;6.6;9.4;7.9;7.8;14.1;9.8;5.8;0.5;19.2;7.7;12.4;11.4;6.9;19.6;9.5;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;7.0;7.4;7.9;9.0;10.4;6.0;3.0;-4.4;15.4;4.5;8.0;7.8;3.7;14.0;6.1;8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;4.7;3.4;5.4;9.1;3.7;1.1;-0.4;-9.5;11.3;1.2;3.6;4.1;0.8;8.4;3.2;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;1.9;1.1;2.2;7.9;-1.9;-1.2;-1.5;-11.1;7.4;0.1;0.6;2.1;-0.8;5.1;1.7;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;1.5;1.4;0.7;4.9;-4.3;-1.2;-1.3;-9.7;3.8;0.1;-2.0;0.8;-1.6;2.7;0.7;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;2.1;1.9;0.1;-0.6;-5.2;-1.5;-1.7;-7.3;1.8;-0.1;-4.4;-0.4;-1.7;-0.5;0.1;-2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;0.5;1.7;-1.0;-7.2;-6.0;-1.7;-1.5;-3.6;2.3;0.6;-5.2;-0.4;-0.1;-3.4;1.3;-2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-2.9;2.8;-1.3;-11.3;-5.4;0.4;1.4;2.5;4.1;3.7;-3.7;1.7;3.1;-4.1;4.6;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-4.3;6.0;1.3;-11.7;-2.9;3.9;5.3;8.1;5.4;7.2;-2.1;3.8;5.9;-3.7;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-2.0;8.8;5.0;-11.2;-0.5;5.5;6.4;8.9;6.1;7.9;-1.7;3.9;6.3;-4.5;6.8;-0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;0.8;8.9;6.3;-12.3;0.1;4.6;4.7;5.0;7.3;6.1;-1.9;3.1;5.2;-6.2;4.6;-1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;1.3;7.8;5.0;-13.7;-0.1;4.2;3.3;0.8;8.6;4.7;-1.3;3.0;4.0;-7.1;2.5;-1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-0.1;7.3;4.1;-13.2;0.0;5.0;3.2;-1.5;8.5;4.3;-0.8;3.0;2.7;-6.8;0.1;-2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;-0.7;7.0;5.2;-10.8;-0.1;5.2;2.5;-2.7;7.6;3.2;-1.5;1.8;0.5;-6.9;-3.3;-4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.6;1.8;7.8;7.7;-7.2;0.2;5.5;2.4;-2.2;8.9;2.8;-0.9;1.7;0.0;-6.2;-5.1;-6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;9.0;12.6;11.8;-1.3;3.9;9.9;6.3;2.7;14.4;6.6;3.9;6.2;3.8;-1.9;-1.8;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;20.2;22.2;18.4;7.5;12.1;18.7;14.4;11.3;21.5;14.4;11.5;14.1;10.6;5.4;5.2;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;31.1;31.5;25.9;16.5;20.8;26.7;21.3;18.7;27.0;20.8;17.7;20.6;16.1;11.6;11.3;10.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;35.5;34.5;29.7;21.9;24.7;28.6;22.6;20.8;29.3;22.1;20.3;22.7;17.6;14.0;13.4;14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;31.0;30.4;26.6;22.2;22.3;25.0;19.2;18.0;28.2;18.8;19.6;20.6;15.1;13.2;11.7;13.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;21.3;23.5;19.2;19.9;17.0;19.1;13.8;12.0;23.4;13.4;16.4;15.6;9.6;10.9;7.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;13.4;17.6;12.5;17.5;12.3;12.9;7.8;4.1;16.6;6.9;11.0;8.5;2.3;7.7;0.2;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;10.8;13.3;8.4;15.1;9.1;6.6;1.9;-3.6;11.1;0.4;5.4;1.4;-4.4;3.7;-6.3;-2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;12.0;10.6;5.9;12.2;7.6;2.2;-1.7;-7.0;9.3;-3.6;2.1;-2.7;-7.6;1.1;-9.0;-6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;14.9;10.7;4.9;9.9;8.7;2.2;-1.1;-3.7;10.3;-3.2;2.4;-2.3;-6.6;1.8;-6.3;-6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;18.4;13.7;7.0;10.5;12.1;5.7;2.2;3.5;12.1;0.2;4.6;0.8;-3.4;5.4;-0.6;-2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;20.0;16.1;10.9;13.8;14.7;8.7;4.8;9.4;14.1;3.2;7.4;4.0;-0.0;9.6;4.5;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;16.0;14.6;12.7;17.3;13.5;8.9;5.3;11.6;16.0;4.5;10.3;6.5;2.5;13.5;7.6;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;6.3;9.7;10.0;17.9;8.2;6.8;4.2;10.6;15.6;4.5;11.7;7.4;3.3;16.0;8.4;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;-4.0;3.9;4.5;14.7;1.2;3.1;1.2;6.6;10.5;2.4;9.3;5.2;0.8;15.2;6.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;-9.0;-1.3;-1.3;8.8;-4.8;-2.0;-4.1;-0.4;3.2;-1.9;3.7;0.1;-3.9;10.2;1.4;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;-7.1;-4.4;-5.8;3.4;-7.4;-6.1;-9.0;-7.6;-0.3;-5.6;-0.0;-3.2;-6.8;4.6;-1.2;-2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;-1.1;-3.3;-7.4;2.2;-4.2;-4.9;-8.7;-10.0;2.8;-4.3;2.3;-0.7;-4.6;3.6;1.7;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;5.9;2.2;-4.0;6.4;3.7;1.7;-2.9;-6.8;9.4;1.5;9.0;6.1;1.2;7.6;8.1;7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;11.7;8.4;2.9;13.0;11.5;8.2;3.2;-2.1;14.4;6.8;14.4;11.7;6.0;12.0;12.6;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;13.6;10.6;8.5;17.0;14.2;9.9;5.3;0.3;16.2;8.0;15.7;13.0;7.3;13.0;13.0;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;10.5;8.3;9.2;16.6;11.5;8.0;4.6;1.3;15.4;6.6;14.2;11.5;6.4;11.6;10.9;11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;4.9;5.1;7.0;14.5;7.6;6.3;4.0;3.0;12.5;5.4;11.6;9.4;4.6;10.5;8.4;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;1.5;3.4;5.4;13.2;5.1;5.3;3.5;3.8;8.5;4.1;8.4;6.9;2.1;10.0;5.6;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.7;2.1;2.7;4.8;13.1;4.1;4.0;1.8;2.2;5.8;2.1;5.6;4.6;-0.3;9.2;3.0;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20000000.0
91.8;5.5;3.0;3.6;14.1;4.6;3.7;0.8;0.5;6.6;1.2;5.6;4.6;-0.6;9.3;2.5;5.1;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
91.8;9.8;5.5;2.5;16.2;7.5;6.3;2.7;1.9;9.7;3.2;8.5;7.6;1.5;11.0;4.6;7.2;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
91.8;14.0;9.4;3.5;17.7;11.6;10.2;6.0;5.0;11.7;6.0;10.6;10.1;3.3;11.6;6.1;8.2;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
91.8;15.9;10.7;5.0;14.7;12.5;10.4;6.0;4.9;10.2;5.4;8.1;8.3;2.0;7.2;4.2;4.6;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
91.8;12.0;6.1;2.9;6.1;7.3;5.2;1.6;0.7;5.6;0.9;1.6;2.6;-2.1;-1.4;-0.5;-2.7;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
91.8;2.0;-2.0;-3.2;-4.0;-1.8;-2.0;-3.9;-3.9;-0.8;-4.2;-5.8;-4.2;-6.9;-9.4;-5.7;-10.1;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;20000000.0
